Entry	Entry name	Gene names
O95365	ZBT7A_HUMAN	ZBTB7A FBI1 LRF ZBTB7 ZNF857A
A1YPR0	ZBT7C_HUMAN	ZBTB7C APM1 ZBTB36 ZNF857C
Q86VM9	ZCH18_HUMAN	ZC3H18 NHN1
Q6ZST2	ZCH23_HUMAN	ZCCHC23
Q8WYQ9	ZCH14_HUMAN	ZCCHC14 KIAA0579
Q96MV8	ZDH15_HUMAN	ZDHHC15 UNQ1969/PRO4501
Q9NUE0	ZDH18_HUMAN	ZDHHC18
O75310	UDB11_HUMAN	UGT2B11
P15822	ZEP1_HUMAN	HIVEP1 ZNF40
Q86UP3	ZFHX4_HUMAN	ZFHX4
Q96NJ6	ZFP3_HUMAN	ZFP3 ZNF752
Q96KR1	ZFR_HUMAN	ZFR
Q9UDW3	ZMAT5_HUMAN	ZMAT5
Q5JSH3	WDR44_HUMAN	WDR44
Q03924	ZN117_HUMAN	ZNF117
Q9H2Y7	ZN106_HUMAN	ZNF106 SH3BP3 ZFP106 ZNF474
Q562E7	WDR81_HUMAN	WDR81
P51786	ZN157_HUMAN	ZNF157
Q9UJW7	ZN229_HUMAN	ZNF229
O75346	ZN253_HUMAN	ZNF253 BMZF1 ZNF411
Q9UDV6	ZN212_HUMAN	ZNF212 ZNFC150
Q9NRM2	ZN277_HUMAN	ZNF277 NRIF4 ZNF277P
Q96B54	ZN428_HUMAN	ZNF428 C19orf37
Q8NEX5	WFDC9_HUMAN	WFDC9 WAP9
Q6ZT77	ZN826_HUMAN	ZNF826P ZNF826
Q9BWM5	ZN416_HUMAN	ZNF416
Q92618	ZN516_HUMAN	ZNF516 KIAA0222
Q8WUA8	TSK_HUMAN	TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788
Q05481	ZNF91_HUMAN	ZNF91
Q8TB69	ZN519_HUMAN	ZNF519
Q96K75	ZN514_HUMAN	ZNF514
Q9H1Z9	TSN10_HUMAN	TSPAN10 OCSP
Q9H707	ZN552_HUMAN	ZNF552
Q68EA5	ZNF57_HUMAN	ZNF57 ZNF424
Q6ZN08	ZNF66_HUMAN	ZNF66 ZNF66P
Q96ND8	ZN583_HUMAN	ZNF583
Q15361	TTF1_HUMAN	TTF1
Q8NEG5	ZSWM2_HUMAN	ZSWIM2 ZZZ2
Q9NY84	VNN3_HUMAN	VNN3
Q9BTX7	TTPAL_HUMAN	TTPAL C20orf121
Q7Z5H5	VN1R4_HUMAN	VN1R4 V1RL4
Q6ZVL8	YP033_HUMAN	
A8MWP6	YQ019_HUMAN	
Q6UWI4	SHSA2_HUMAN	SHISA2 C13orf13 TMEM46 UNQ9166/PRO28631
A0A0B4J200	TJB23_HUMAN	TRBJ2-3 hCG_2039521
Q05086	UBE3A_HUMAN	UBE3A E6AP EPVE6AP HPVE6A
Q92536	YLAT2_HUMAN	SLC7A6 KIAA0245
A0A075B6X5	TVA18_HUMAN	TRAV18
P0CH99	Z705D_HUMAN	ZNF705D
Q6ZSB9	ZBT49_HUMAN	ZBTB49 ZNF509
O75152	ZC11A_HUMAN	ZC3H11A KIAA0663 ZC3HDC11A
P19971	TYPH_HUMAN	TYMP ECGF1
Q6ZSN1	YI023_HUMAN	
Q96BR9	ZBT8A_HUMAN	ZBTB8A BOZF1
P47985	UCRI_HUMAN	UQCRFS1
P0CG32	ZCC18_HUMAN	ZCCHC18
O60656	UD19_HUMAN	UGT1A9 GNT1 UGT1
Q70EL1	UBP54_HUMAN	USP54 C10orf29
Q9H8X9	ZDH11_HUMAN	ZDHHC11 ZNF399
Q9C0B5	ZDHC5_HUMAN	ZDHHC5 KIAA1748 ZNF375
Q641Q2	WAC2A_HUMAN	WASHC2A FAM21A FAM21B
Q9C0A1	ZFHX2_HUMAN	ZFHX2 KIAA1056 KIAA1762 ZNF409
P15692	VEGFA_HUMAN	VEGFA VEGF
Q9BZJ3	TRYD_HUMAN	TPSD1
Q86VQ6	TRXR3_HUMAN	TXNRD3 TGR TRXR3
Q5H9K5	ZMAT1_HUMAN	ZMAT1 KIAA1789
P52738	ZN140_HUMAN	ZNF140
O95201	ZN205_HUMAN	ZNF205 ZNF210
Q8N8G2	VGLL2_HUMAN	VGLL2 VITO1
Q5SRN2	TSBP1_HUMAN	TSBP1 C6orf10
Q6ZMS7	ZN783_HUMAN	ZNF783
P0CB33	ZN735_HUMAN	ZNF735 ZNF735P
Q96SE7	ZN347_HUMAN	ZNF347 ZNF1111
Q6S9Z5	ZN474_HUMAN	ZNF474
P17098	ZNF8_HUMAN	ZNF8
Q9H4A3	WNK1_HUMAN	WNK1 HSN2 KDP KIAA0344 PRKWNK1
Q7Z398	ZN550_HUMAN	ZNF550
Q9BSK1	ZN577_HUMAN	ZNF577
Q9H582	ZN644_HUMAN	ZNF644 KIAA1221 ZEP2
Q8N720	ZN655_HUMAN	ZNF655 VIK
Q5R3I4	TTC38_HUMAN	TTC38
Q96HJ5	MS4A3_HUMAN	MS4A3 CD20L HTM4
Q9Y3B1	PLD3B_HUMAN	PRELID3B C20orf45 SLMO2 CGI-107
P61574	RE113_HUMAN	HERVK_113
F8VTS6	RFAL1_HUMAN	RFPL4AL1
Q6WKZ4	RFIP1_HUMAN	RAB11FIP1 RCP
Q07020	RL18_HUMAN	RPL18
O00287	RFXAP_HUMAN	RFXAP
Q8N431	RGF1C_HUMAN	RASGEF1C
Q9BWE0	REPI1_HUMAN	REPIN1 RIP60 ZNF464
Q9UGC6	RGS17_HUMAN	RGS17 RGSZ2
Q96IS3	RAX2_HUMAN	RAX2 QRX RAXL1
O15539	RGS5_HUMAN	RGS5
Q2M5E4	RGS21_HUMAN	RGS21
Q9H974	QTRT2_HUMAN	QTRT2 QTRTD1
P50120	RET2_HUMAN	RBP2 CRBP2
Q14964	RB39A_HUMAN	RAB39A RAB39
Q8TDY2	RBCC1_HUMAN	RB1CC1 KIAA0203 RBICC
Q00577	PURA_HUMAN	PURA PUR1
Q6ZW05	PTHD4_HUMAN	PTCHD4 C6orf138 PTCH53
P0DI81	TPC2A_HUMAN	TRAPPC2 SEDL
Q9Y2V3	RX_HUMAN	RAX RX
P34925	RYK_HUMAN	RYK JTK5A
A6NEL2	SWAHB_HUMAN	SOWAHB ANKRD56
Q9NQW1	SC31B_HUMAN	SEC31B SEC31L2
Q8WWT9	S13A3_HUMAN	SLC13A3 NADC3 SDCT2
P0C7V7	SC11B_HUMAN	SEC11B SEC11L2 SPCS4B
Q13428	TCOF_HUMAN	TCOF1
Q8TDR4	TCP1L_HUMAN	TCP10L PRED77
Q7Z6L1	TCPR1_HUMAN	TECPR1 KIAA1358
O00762	UBE2C_HUMAN	UBE2C UBCH10
A0A0B4J249	TVA5_HUMAN	TRAV5
O00526	UPK2_HUMAN	UPK2
A6NL46	YF016_HUMAN	
A0A075B6T6	TVAL2_HUMAN	TRAV12-2
A0A0B4J2E0	TVBL4_HUMAN	TRBV12-4
P54578	UBP14_HUMAN	USP14 TGT
Q9P275	UBP36_HUMAN	USP36 KIAA1453
Q9Y6I7	WSB1_HUMAN	WSB1 SWIP1
O43264	ZW10_HUMAN	ZW10
O14972	VP26C_HUMAN	VPS26C DCRA DSCR3 DSCRA
Q16881	TRXR1_HUMAN	TXNRD1 GRIM12 KDRF
Q8NI36	WDR36_HUMAN	WDR36
Q9HA38	ZMAT3_HUMAN	ZMAT3 PAG608 WIG1
P52744	ZN138_HUMAN	ZNF138
Q86WZ6	ZN227_HUMAN	ZNF227
Q13398	ZN211_HUMAN	ZNF211
P30291	WEE1_HUMAN	WEE1
Q8N8Z8	ZN441_HUMAN	ZNF441
Q9H598	VIAAT_HUMAN	SLC32A1 VGAT VIAAT
P0C7X5	ZN806_HUMAN	ZNF806
Q06730	ZN33A_HUMAN	ZNF33A KIAA0065 KOX31 ZNF11 ZNF11A ZNF33
Q9BUY5	ZN426_HUMAN	ZNF426
Q9HCZ1	ZN334_HUMAN	ZNF334
B1APH4	ZN487_HUMAN	ZNF487 KRBO1 ZNF487P
Q14592	ZN460_HUMAN	ZNF460 ZNF272
Q6ZNC4	ZN704_HUMAN	ZNF704
Q9ULD5	ZN777_HUMAN	ZNF777 KIAA1285
Q8N446	ZN843_HUMAN	ZNF843
Q96SR6	ZN382_HUMAN	ZNF382
Q8TD17	ZN398_HUMAN	ZNF398 KIAA1339 ZER6
Q9BYP7	WNK3_HUMAN	WNK3 KIAA1566 PRKWNK3
Q5W150	YT011_HUMAN	
Q8N8J6	ZN615_HUMAN	ZNF615
P0CW01	TSPYA_HUMAN	TSPY10
Q96N58	ZN578_HUMAN	ZNF578
A6NJL1	ZSA5B_HUMAN	ZSCAN5B
Q8N6N2	TTC9B_HUMAN	TTC9B
Q9NX65	ZSC32_HUMAN	ZSCAN32 ZNF434 HCCS5
Q86TV6	TTC7B_HUMAN	TTC7B TTC7L1
Q9Y277	VDAC3_HUMAN	VDAC3
P63129	VPK24_HUMAN	ERVK-24
P11473	VDR_HUMAN	VDR NR1I1
P12018	VPREB_HUMAN	VPREB1 VPREB
Q9BRG1	VPS25_HUMAN	VPS25 DERP9 EAP20
Q8IV63	VRK3_HUMAN	VRK3
P02774	VTDB_HUMAN	GC
P51809	VAMP7_HUMAN	VAMP7 SYBL1
Q9H4T2	ZSC16_HUMAN	ZSCAN16 ZNF392 ZNF435
Q8NBB4	ZSCA1_HUMAN	ZSCAN1
Q9BZ97	TTY13_HUMAN	TTTY13 TTY13
P63124	VPK04_HUMAN	HERV-K104
Q9Y487	VPP2_HUMAN	ATP6V0A2
Q9P1D8	YP008_HUMAN	PRO2289
A8MXK9	YQ018_HUMAN	
Q6ZRU5	YQ032_HUMAN	
Q96MV1	TLCD4_HUMAN	TLCD4 TMEM56
Q5QJE6	TDIF2_HUMAN	DNTTIP2 ERBP TDIF2
Q4W5P6	TM155_HUMAN	TMEM155
O75643	U520_HUMAN	SNRNP200 ASCC3L1 HELIC2 KIAA0788
Q8N377	YJ004_HUMAN	
A8MVM7	YD021_HUMAN	
Q6ZSR9	YJ005_HUMAN	
Q5DID0	UROL1_HUMAN	UMODL1
Q9NZ43	USE1_HUMAN	USE1 USE1L MDS032
P60604	UB2G2_HUMAN	UBE2G2
Q9UHU1	YK039_HUMAN	PRO1716
A0A0A6YYD4	TVB13_HUMAN	TRBV13
Q6ZU65	UBN2_HUMAN	UBN2 KIAA2030
Q9BXU3	TX13A_HUMAN	TEX13A
Q13105	ZBT17_HUMAN	ZBTB17 MIZ1 ZNF151 ZNF60
Q9Y330	ZBT12_HUMAN	ZBTB12 C6orf46 G10 NG35
Q969E3	UCN3_HUMAN	UCN3 SPC
Q9HAW8	UD110_HUMAN	UGT1A10 GNT1 UGT1
Q9Y4X1	UD2A1_HUMAN	UGT2A1 UGT2A2
P30530	UFO_HUMAN	AXL UFO
Q6PCB0	VWA1_HUMAN	VWA1
A8MWP4	YU008_HUMAN	
Q9Y5J7	TIM9_HUMAN	TIMM9 TIM9 TIM9A TIMM9A
P57738	TCTA_HUMAN	TCTA
E7ETH6	Z587B_HUMAN	ZNF587B
Q8NA23	WDR31_HUMAN	WDR31
Q8NF64	ZMIZ2_HUMAN	ZMIZ2 KIAA1886 ZIMP7 HRIHFB2007
Q12901	ZN155_HUMAN	ZNF155
Q9BY10	TSCOT_HUMAN	SLC46A2 TSCOT
Q9H9D4	ZN408_HUMAN	ZNF408 PFM14 PRDM17
Q8IYB9	ZN595_HUMAN	ZNF595
Q8TA94	ZN563_HUMAN	ZNF563
Q5EBL2	ZN628_HUMAN	ZNF628
P17039	ZNF30_HUMAN	ZNF30 KOX28
O75123	ZN623_HUMAN	ZNF623 KIAA0628
Q6AZW8	ZN660_HUMAN	ZNF660
Q7Z739	YTHD3_HUMAN	YTHDF3
Q96N46	TTC14_HUMAN	TTC14 KIAA1980 UNQ5813/PRO19630
Q5W5X9	TTC23_HUMAN	TTC23 HCC8
Q96GT9	XAGE2_HUMAN	XAGE2 GAGED3 XAGE2B
Q9P1C3	YN010_HUMAN	PRO2829
Q8WWM1	XAGE5_HUMAN	XAGE5 GAGED5
Q9C0H2	TTYH3_HUMAN	TTYH3 KIAA1691
Q52LC2	VAS1L_HUMAN	ATP6AP1L
Q16864	VATF_HUMAN	ATP6V1F ATP6S14 VATF
Q96LB4	VATG3_HUMAN	ATP6V1G3 ATP6G3
Q8IUC6	TCAM1_HUMAN	TICAM1 PRVTIRB TRIF
Q9NUA8	ZBT40_HUMAN	ZBTB40 KIAA0478
O43829	ZBT14_HUMAN	ZBTB14 ZFP161 ZNF478
A8MUA0	YB057_HUMAN	
P55851	UCP2_HUMAN	UCP2 SLC25A8
P55089	UCN1_HUMAN	UCN
O94888	UBXN7_HUMAN	UBXN7 KIAA0794 UBXD7
O15060	ZBT39_HUMAN	ZBTB39 KIAA0352
Q8N1Y9	YI025_HUMAN	
Q9UPT8	ZC3H4_HUMAN	ZC3H4 C19orf7 KIAA1064
Q6PEW1	ZCH12_HUMAN	ZCCHC12 SIZN1
Q6UWM9	UD2A3_HUMAN	UGT2A3 UNQ2559/PRO6239
P37275	ZEB1_HUMAN	ZEB1 AREB6 TCF8
Q7Z3T8	ZFY16_HUMAN	ZFYVE16 KIAA0305
Q7RTX0	TS1R3_HUMAN	TAS1R3 T1R3 TR3
Q969J2	ZKSC4_HUMAN	ZKSCAN4 ZNF307 ZNF427
Q5VTH9	WDR78_HUMAN	WDR78
A8MV65	VGLL3_HUMAN	VGLL3
Q14584	ZN266_HUMAN	ZNF266 KIAA2007
Q8IUA0	WFDC8_HUMAN	WFDC8 C20orf170 WAP8
O75373	ZN737_HUMAN	ZNF737 ZNF102
Q09FC8	ZN415_HUMAN	ZNF415
O94892	ZN432_HUMAN	ZNF432 KIAA0798
Q00341	VIGLN_HUMAN	HDLBP HBP VGL
Q9H7X3	ZN696_HUMAN	ZNF696
Q3KNS6	ZN829_HUMAN	ZNF829
Q9ULM2	ZN490_HUMAN	ZNF490 KIAA1198
Q96C28	ZN707_HUMAN	ZNF707
Q9H963	ZN702_HUMAN	ZNF702P ZNF702
P10072	ZN875_HUMAN	ZNF875 HKR1
Q6ZMS4	ZN852_HUMAN	ZNF852
P0CJ78	ZN865_HUMAN	ZNF865
Q9P2S5	WRP73_HUMAN	WRAP73 WDR8
Q6UXV3	YV010_HUMAN	UNQ6126/PRO20091
B9ZVM9	TCP2L_HUMAN	TCP10L2
A0A0J9YXM7	TJB15_HUMAN	TRBJ1-5
Q15560	TCEA2_HUMAN	TCEA2
O75445	USH2A_HUMAN	USH2A
Q8NBM4	UBAC2_HUMAN	UBAC2 PHGDHL1 PSEC0110
Q9BRU9	UTP23_HUMAN	UTP23 C8orf53
Q13454	TUSC3_HUMAN	TUSC3 N33
O00755	WNT7A_HUMAN	WNT7A
Q4V348	Z658B_HUMAN	ZNF658B
Q9H6R7	WDCP_HUMAN	WDCP C2orf44 PP384
Q8TAG6	VEXIN_HUMAN	VXN C8orf46
Q6IQ21	ZN770_HUMAN	ZNF770
Q5HY98	ZN766_HUMAN	ZNF766
Q9Y4E5	ZN451_HUMAN	ZNF451 COASTER KIAA0576 KIAA1702
A6NP11	ZN716_HUMAN	ZNF716
Q8WZ26	YS006_HUMAN	PP6455
P13051	UNG_HUMAN	UNG DGU UNG1 UNG15
P17031	ZNF26_HUMAN	ZNF26 KOX20
Q6ZNH5	ZN497_HUMAN	ZNF497
Q86T29	ZN605_HUMAN	ZNF605
Q15940	ZNF67_HUMAN	ZNF726P1 ZNF67 ZNF67P
P51522	ZNF83_HUMAN	ZNF83 ZNF816B
Q9HAH1	ZN556_HUMAN	ZNF556
Q19AV6	ZSWM7_HUMAN	ZSWIM7 SWS1
P98169	ZXDB_HUMAN	ZXDB
Q96LW9	ZSC31_HUMAN	ZSCAN31 ZNF310P ZNF323
Q96SZ4	ZSC10_HUMAN	ZSCAN10 ZNF206
Q05940	VMAT2_HUMAN	SLC18A2 SVMT VMAT2
Q15542	TAF5_HUMAN	TAF5 TAF2D
Q9HAT2	SIAE_HUMAN	SIAE YSG2
Q99832	TCPH_HUMAN	CCT7 CCTH NIP7-1
Q9NRJ4	TULP4_HUMAN	TULP4 KIAA1397 TUBL4 TUSP
Q8N831	TSYL6_HUMAN	TSPYL6
A0A0B4J240	TVA10_HUMAN	TRAV10
Q6ZRM9	YG024_HUMAN	
Q9H869	YYAP1_HUMAN	YY1AP1 HCCA2 YY1AP
P42681	TXK_HUMAN	TXK PTK4 RLK
Q7Z7L7	ZER1_HUMAN	ZER1 C9orf60 ZYG ZYG11BL
Q9Y2W2	WBP11_HUMAN	WBP11 NPWBP SIPP1 SNP70
Q12768	WASC5_HUMAN	WASHC5 KIAA0196
Q9UII5	ZN107_HUMAN	ZNF107 ZFD25 ZNF588
Q14929	ZN169_HUMAN	ZNF169
O14628	ZN195_HUMAN	ZNF195 ZNFP104
Q6UXN9	WDR82_HUMAN	WDR82 TMEM113 WDR82A UNQ9342/PRO34047
Q9H967	WDR76_HUMAN	WDR76
Q9NNW5	WDR6_HUMAN	WDR6
Q6ZMY6	WDR88_HUMAN	WDR88 PQWD
Q7L3S4	ZN771_HUMAN	ZNF771
Q96N22	ZN681_HUMAN	ZNF681
Q8N7Q3	ZN676_HUMAN	ZNF676
Q7Z2F6	ZN720_HUMAN	ZNF720
Q9Y2P0	ZN835_HUMAN	ZNF835
P17014	ZNF12_HUMAN	ZNF12 GIOT3 KOX3 ZNF325
Q6ZNA1	ZN836_HUMAN	ZNF836
O75351	VPS4B_HUMAN	VPS4B SKD1 VPS42 MIG1
Q96N03	VTM2L_HUMAN	VSTM2L C20orf102
O95183	VAMP5_HUMAN	VAMP5 HSPC191
Q6EMB2	TTLL5_HUMAN	TTLL5 KIAA0998 STAMP
Q9BZA0	TTY10_HUMAN	TTTY10 TTY10
P63131	VPK7_HUMAN	ERVK-7
Q8NAQ8	YP023_HUMAN	
Q9NRW7	VPS45_HUMAN	VPS45 VPS45A VPS45B
Q6ZRG5	YQ015_HUMAN	
P0DPA2	VSIG8_HUMAN	VSIG8 C1orf204
P0C264	SBK3_HUMAN	SBK3 SGK110
Q9Y336	SIGL9_HUMAN	SIGLEC9 UNQ668/PRO1302
P0DMN0	ST1A4_HUMAN	SULT1A4
Q9HBF5	ST20_HUMAN	ST20 HCCS1
A6NIM6	S15A5_HUMAN	SLC15A5
P51580	TPMT_HUMAN	TPMT
O76054	S14L2_HUMAN	SEC14L2 C22orf6 KIAA1186 KIAA1658
Q86T82	UBP37_HUMAN	USP37 KIAA1594
Q70CQ4	UBP31_HUMAN	USP31 KIAA1203
P20231	TRYB2_HUMAN	TPSB2 TPS2
Q15915	ZIC1_HUMAN	ZIC1 ZIC ZNF201
P15622	ZN250_HUMAN	ZNF250 ZNF647
P52747	ZN143_HUMAN	ZNF143 SBF STAF
Q8N5D0	WDTC1_HUMAN	WDTC1 KIAA1037
Q8TF68	ZN384_HUMAN	ZNF384 CAGH1 CIZ NMP4 TNRC1
Q8WWY7	WFD12_HUMAN	WFDC12 C20orf122 WAP2 UNQ544/PRO844
Q5T5D7	ZN684_HUMAN	ZNF684
Q96GE5	ZN799_HUMAN	ZNF799 ZNF842
Q8NEX6	WFD11_HUMAN	WFDC11 WAP11
Q9NX07	TSAP1_HUMAN	TRNAU1AP SECP43 TRSPAP1
Q86UD4	ZN329_HUMAN	ZNF329
P08670	VIME_HUMAN	VIM
P18206	VINC_HUMAN	VCL
Q8IVC4	ZN584_HUMAN	ZNF584
P13682	ZNF35_HUMAN	ZNF35
P17035	ZNF28_HUMAN	ZNF28 KOX24
Q86UF1	TSN33_HUMAN	TSPAN33 PEN
O95858	TSN15_HUMAN	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311
Q5T7W0	ZN618_HUMAN	ZNF618 KIAA1952
P41732	TSN7_HUMAN	TSPAN7 A15 DXS1692E MXS1 TM4SF2
Q8NB50	ZFP62_HUMAN	ZFP62
Q96T88	UHRF1_HUMAN	UHRF1 ICBP90 NP95 RNF106
Q9H4I2	ZHX3_HUMAN	ZHX3 KIAA0395 TIX1
C9JPN9	UL17C_HUMAN	USP17L12
O75541	ZN821_HUMAN	ZNF821
P59923	ZN445_HUMAN	ZNF445 ZFP445 ZKSCAN15 ZNF168
Q6ZSZ6	TSH1_HUMAN	TSHZ1 SDCCAG33 TSH1
P17030	ZNF25_HUMAN	ZNF25 KOX19
Q6ZR52	ZN493_HUMAN	ZNF493
Q9Y2H8	ZN510_HUMAN	ZNF510 KIAA0972
P17020	ZNF16_HUMAN	ZNF16 HZF1 KOX9
Q96C55	ZN524_HUMAN	ZNF524
O43361	ZN749_HUMAN	ZNF749
Q8IZ26	ZNF34_HUMAN	ZNF34 KOX32
Q96JF6	ZN594_HUMAN	ZNF594 KIAA1871
Q03923	ZNF85_HUMAN	ZNF85
Q15937	ZNF79_HUMAN	ZNF79
O43257	ZNHI1_HUMAN	ZNHIT1 CGBP1 ZNFN4A1
Q5MNZ6	WIPI3_HUMAN	WDR45B WDR45L WIPI3
Q9Y5A9	YTHD2_HUMAN	YTHDF2 HGRG8
Q3SXZ7	TTLL9_HUMAN	TTLL9 C20orf125
Q9ULE0	WWC3_HUMAN	WWC3 KIAA1280
Q9BXE9	VN1R3_HUMAN	VN1R3 V1RL3 FKSG46
O14598	VCY1_HUMAN	VCY BPY1 VCY1A; VCY1B BPY1B
O60688	YPEL1_HUMAN	YPEL1 FKSG3
Q96QA6	YPEL2_HUMAN	YPEL2 FKSG4
Q15906	VPS72_HUMAN	VPS72 TCFL1 YL1
A8MZ25	YQ037_HUMAN	
P58304	VSX2_HUMAN	VSX2 CHX10 HOX10
Q8IW00	VSTM4_HUMAN	VSTM4 C10orf72
Q9BWV7	TTLL2_HUMAN	TTLL2 C6orf104
O95159	ZFPL1_HUMAN	ZFPL1
Q9BZM5	ULBP2_HUMAN	ULBP2 N2DL2 RAET1H UNQ463/PRO791
P52739	ZN131_HUMAN	ZNF131
Q9UIE0	ZN230_HUMAN	ZNF230 FDZF2
Q14593	ZN273_HUMAN	ZNF273
Q9HC57	WFDC1_HUMAN	WFDC1 PS20
P09327	VILI_HUMAN	VIL1 VIL
Q6UXU0	YS002_HUMAN	UNQ9165/PRO28630
P98066	TSG6_HUMAN	TNFAIP6 TSG6
Q96CX3	ZN501_HUMAN	ZNF501 ZNF52
P17028	ZNF24_HUMAN	ZNF24 KOX17 ZNF191 ZSCAN3
Q75MW2	ZN767_HUMAN	ZNF767P ZNF767
P36508	ZNF76_HUMAN	ZNF76 D6S229E ZNF523
O60636	TSN2_HUMAN	TSPAN2
A6NKD2	TSPY2_HUMAN	TSPY2 TSPYQ1
Q8NBZ7	UXS1_HUMAN	UXS1 UNQ2538/PRO6079
P17026	ZNF22_HUMAN	ZNF22 KOX15 KROX26
O15535	ZSC9_HUMAN	ZSCAN9 ZNF193 PIG12
Q8NA56	TTC29_HUMAN	TTC29
Q9NNW7	TRXR2_HUMAN	TXNRD2 KIAA1652 TRXR2
Q96QD9	UIF_HUMAN	FYTTD1 UIF
Q9HBF4	ZFYV1_HUMAN	ZFYVE1 DFCP1 KIAA1589 TAFF1 ZNFN2A1 PP10436
O15342	VA0E1_HUMAN	ATP6V0E1 ATP6H ATP6V0E
Q99437	VATO_HUMAN	ATP6V0B ATP6F
Q93050	VPP1_HUMAN	ATP6V0A1 ATP6N1 ATP6N1A VPP1
Q8N6K4	YP021_HUMAN	
Q96AJ9	VTI1A_HUMAN	VTI1A
Q6UX27	VSTM1_HUMAN	VSTM1 UNQ3033/PRO9835
Q96AE7	TTC17_HUMAN	TTC17
Q9NYU1	UGGG2_HUMAN	UGGT2 UGCGL2 UGT2
Q9HBM0	VEZA_HUMAN	VEZT
Q96PU4	UHRF2_HUMAN	UHRF2 NIRF RNF107
Q8N1W2	ZN710_HUMAN	ZNF710
Q6UXZ4	UNC5D_HUMAN	UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692
O95780	ZN682_HUMAN	ZNF682
Q68DY9	ZN772_HUMAN	ZNF772
Q8WTZ3	YS049_HUMAN	
Q8N4W9	ZN808_HUMAN	ZNF808
A6NLP5	TTC36_HUMAN	TTC36 HBP21
Q5BKY6	YV018_HUMAN	
A8MT66	YU005_HUMAN	
Q8TCH9	YV004_HUMAN	
P42768	WASP_HUMAN	WAS IMD2
P0DKX0	ZN728_HUMAN	ZNF728
Q0VGE8	ZN816_HUMAN	ZNF816 ZNF816A
P51815	ZN75D_HUMAN	ZNF75D ZNF75 ZNF82
Q9NZC7	WWOX_HUMAN	WWOX FOR SDR41C1 WOX1
O95405	ZFYV9_HUMAN	ZFYVE9 MADHIP SARA SMADIP
O00401	WASL_HUMAN	WASL
Q9H0C1	ZMY12_HUMAN	ZMYND12
Q15928	ZN141_HUMAN	ZNF141 D4S90
P17025	ZN182_HUMAN	ZNF182 KOX14 ZNF21
Q3MJ13	WDR72_HUMAN	WDR72
Q96MX6	WDR92_HUMAN	WDR92
O60281	ZN292_HUMAN	ZNF292 KIAA0530
Q8TAW3	ZN671_HUMAN	ZNF671
Q5SXM1	ZN678_HUMAN	ZNF678
Q6ZMW2	ZN782_HUMAN	ZNF782
Q2M1K9	ZN423_HUMAN	ZNF423 KIAA0760 NPHP14 OAZ
Q9NW07	ZN358_HUMAN	ZNF358
Q96N38	ZN714_HUMAN	ZNF714
Q8TEU8	WFKN2_HUMAN	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996
Q8NEM1	ZN680_HUMAN	ZNF680
Q8N8E2	ZN513_HUMAN	ZNF513
Q08AN1	ZN616_HUMAN	ZNF616
Q0IIN9	ZNFS1_HUMAN	ZNF252P-AS1 C8orf77
O15014	ZN609_HUMAN	ZNF609 KIAA0295
Q86UE3	ZN546_HUMAN	ZNF546 ZNF49
Q5T9L3	WLS_HUMAN	WLS C1orf139 GPR177 UNQ85/PRO18667
P10073	ZSC22_HUMAN	ZSCAN22 HKR2 ZNF50
Q15942	ZYX_HUMAN	ZYX
Q6P2S7	TTC41_HUMAN	TTC41P GNN
Q6PGP7	TTC37_HUMAN	TTC37 KIAA0372
Q96GC9	VMP1_HUMAN	VMP1 TDC1 TMEM49 HSPC292
P47992	XCL1_HUMAN	XCL1 LTN SCYC1
Q86V25	VASH2_HUMAN	VASH2 VASHL
P15313	VATB1_HUMAN	ATP6V1B1 ATP6B1 VATB VPP3
Q4G0F5	VP26B_HUMAN	VPS26B
Q9H267	VP33B_HUMAN	VPS33B
P52735	VAV2_HUMAN	VAV2
Q9UBQ0	VPS29_HUMAN	VPS29 DC15 DC7 MDS007
P61236	YPEL3_HUMAN	YPEL3 FKSG5
Q86Y07	VRK2_HUMAN	VRK2
Q9UEU0	VTI1B_HUMAN	VTI1B VTI1 VTI1L VTI1L1 VTI2
Q16572	VACHT_HUMAN	SLC18A3 VACHT
Q9Y4E1	WAC2C_HUMAN	WASHC2C FAM21C KIAA0592 VPEF
Q8N6M9	ZFN2A_HUMAN	ZFAND2A
Q9NX94	WBP1L_HUMAN	WBP1L C10orf26 OPA1L
P47901	V1BR_HUMAN	AVPR1B AVPR3 VPR3
A8MX80	YM017_HUMAN	
Q9UPY6	WASF3_HUMAN	WASF3 KIAA0900 SCAR3 WAVE3
Q8N141	ZFP82_HUMAN	ZFP82 KIAA1948 ZNF545
Q86YA3	ZGRF1_HUMAN	ZGRF1 C4orf21
Q9ULJ6	ZMIZ1_HUMAN	ZMIZ1 KIAA1224 RAI17 ZIMP10
Q8IV35	WDR49_HUMAN	WDR49
P17041	ZNF32_HUMAN	ZNF32 KOX30
Q96MN9	ZN488_HUMAN	ZNF488
Q6NX45	ZN774_HUMAN	ZNF774
Q6P9A1	ZN530_HUMAN	ZNF530 KIAA1508
Q9UJT2	TSKS_HUMAN	TSKS STK22S1 TSKS1
P51523	ZNF84_HUMAN	ZNF84
